chemical_formula,Tc,composition,elements,stoichiometry,Category,num_elements
Bi2S2F0.1O0.9,2.92,Bi2 S2 F0.1 O0.9,"[Element Bi, Element S, Element F, Element O]","{'Bi': 2.0, 'S': 2.0, 'F': 0.1, 'O': 0.9}",Other,4
La1Bi1Se1S1F0.5,5.24,La1 Bi1 Se1 S1 F0.5,"[Element La, Element Bi, Element Se, Element S, Element F]","{'La': 1.0, 'Bi': 1.0, 'Se': 1.0, 'S': 1.0, 'F': 0.5}",Other,5
N0.7V1,2.03,N0.7 V1,"[Element N, Element V]","{'N': 0.7, 'V': 1.0}",Other,2
N0.8V1,4.54,N0.8 V1,"[Element N, Element V]","{'N': 0.8, 'V': 1.0}",Other,2
Ce1Fe1As1F0.08O0.92,27.6,Ce1 Fe1 As1 F0.08 O0.92,"[Element Ce, Element Fe, Element As, Element F, Element O]","{'Ce': 1.0, 'Fe': 1.0, 'As': 1.0, 'F': 0.08, 'O': 0.92}",Fe-based,5
Mg0.3Hf1N1Cl1,25.0,Mg0.3 Hf1 N1 Cl1,"[Element Mg, Element Hf, Element N, Element Cl]","{'Mg': 0.3, 'Hf': 1.0, 'N': 1.0, 'Cl': 1.0}",Other,4
Bi2Rh3.5S2,2.1,Bi2 Rh3.5 S2,"[Element Bi, Element Rh, Element S]","{'Bi': 2.0, 'Rh': 3.5, 'S': 2.0}",Other,3
La1Pt1.97Ge2.03,0.83,La1 Pt1.97 Ge2.03,"[Element La, Element Pt, Element Ge]","{'La': 1.0, 'Pt': 1.97, 'Ge': 2.03}",Other,3
La1Pt1.94Ge2.06,0.95,La1 Pt1.94 Ge2.06,"[Element La, Element Pt, Element Ge]","{'La': 1.0, 'Pt': 1.94, 'Ge': 2.06}",Other,3
La1Pt1.9Ge2.1,1.67,La1 Pt1.9 Ge2.1,"[Element La, Element Pt, Element Ge]","{'La': 1.0, 'Pt': 1.9, 'Ge': 2.1}",Other,3
La1Fe1As1H0.42O0.58,20.3,La1 Fe1 As1 H0.42 O0.58,"[Element La, Element Fe, Element As, Element H, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.42, 'O': 0.58}",Fe-based,5
La1Fe1As1H0.41O0.59,19.5,La1 Fe1 As1 H0.41 O0.59,"[Element La, Element Fe, Element As, Element H, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.41, 'O': 0.59}",Fe-based,5
La1Fe1As1H0.4O0.6,23.9,La1 Fe1 As1 H0.4 O0.6,"[Element La, Element Fe, Element As, Element H, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.4, 'O': 0.6}",Fe-based,5
Ba0.59K0.41Fe2As2,36.9,Ba0.59 K0.41 Fe2 As2,"[Element Ba, Element K, Element Fe, Element As]","{'Ba': 0.59, 'K': 0.41, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ce1Bi3.7Pb0.3Te6,2.9,Ce1 Bi3.7 Pb0.3 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.7, 'Pb': 0.3, 'Te': 6.0}",Other,4
Ce1Bi3.6Pb0.4Te6,3.0,Ce1 Bi3.6 Pb0.4 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.6, 'Pb': 0.4, 'Te': 6.0}",Other,4
Ce1Bi3.5Pb0.5Te6,3.0,Ce1 Bi3.5 Pb0.5 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.5, 'Pb': 0.5, 'Te': 6.0}",Other,4
Ce1Bi3.4Pb0.6Te6,3.0,Ce1 Bi3.4 Pb0.6 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.4, 'Pb': 0.6, 'Te': 6.0}",Other,4
Ce1Bi3.3Pb0.7Te6,2.9,Ce1 Bi3.3 Pb0.7 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.3, 'Pb': 0.7, 'Te': 6.0}",Other,4
Ce1Bi3.2Pb0.8Te6,2.9,Ce1 Bi3.2 Pb0.8 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.2, 'Pb': 0.8, 'Te': 6.0}",Other,4
Ce1Bi3.1Pb0.9Te6,2.8,Ce1 Bi3.1 Pb0.9 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.1, 'Pb': 0.9, 'Te': 6.0}",Other,4
Ce1Bi3Pb1Te6,2.7,Ce1 Bi3 Pb1 Te6,"[Element Ce, Element Bi, Element Pb, Element Te]","{'Ce': 1.0, 'Bi': 3.0, 'Pb': 1.0, 'Te': 6.0}",Other,4
La3Ru4Sn13,3.75,La3 Ru4 Sn13,"[Element La, Element Ru, Element Sn]","{'La': 3.0, 'Ru': 4.0, 'Sn': 13.0}",Other,3
U0.95Pt0.05,0.69,U0.95 Pt0.05,"[Element U, Element Pt]","{'U': 0.95, 'Pt': 0.05}",Other,2
Ta5Ge1B2,3.8,Ta5 Ge1 B2,"[Element Ta, Element Ge, Element B]","{'Ta': 5.0, 'Ge': 1.0, 'B': 2.0}",Other,3
La3Co4Sn12.35In0.65,5.1,La3 Co4 Sn12.35 In0.65,"[Element La, Element Co, Element Sn, Element In]","{'La': 3.0, 'Co': 4.0, 'Sn': 12.35, 'In': 0.65}",Other,4
La3Co4Sn11.7In1.3,4.6,La3 Co4 Sn11.7 In1.3,"[Element La, Element Co, Element Sn, Element In]","{'La': 3.0, 'Co': 4.0, 'Sn': 11.7, 'In': 1.3}",Other,4
Li0.15Sr2Cu1Br2O2,8.0,Li0.15 Sr2 Cu1 Br2 O2,"[Element Li, Element Sr, Element Cu, Element Br, Element O]","{'Li': 0.15, 'Sr': 2.0, 'Cu': 1.0, 'Br': 2.0, 'O': 2.0}",Cuprates,5
La1Fe1P1F0.03O0.97,7.8,La1 Fe1 P1 F0.03 O0.97,"[Element La, Element Fe, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'P': 1.0, 'F': 0.03, 'O': 0.97}",Fe-based,5
La1Fe1P1F0.05O0.95,8.0,La1 Fe1 P1 F0.05 O0.95,"[Element La, Element Fe, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'P': 1.0, 'F': 0.05, 'O': 0.95}",Fe-based,5
La1Fe1P1F0.08O0.92,7.8,La1 Fe1 P1 F0.08 O0.92,"[Element La, Element Fe, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'P': 1.0, 'F': 0.08, 'O': 0.92}",Fe-based,5
La1Fe1P1F0.1O0.9,6.2,La1 Fe1 P1 F0.1 O0.9,"[Element La, Element Fe, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'P': 1.0, 'F': 0.1, 'O': 0.9}",Fe-based,5
Ba1Pt0.3Si1.7,2.6,Ba1 Pt0.3 Si1.7,"[Element Ba, Element Pt, Element Si]","{'Ba': 1.0, 'Pt': 0.3, 'Si': 1.7}",Other,3
Ba1Cu0.3Si1.7,3.0,Ba1 Cu0.3 Si1.7,"[Element Ba, Element Cu, Element Si]","{'Ba': 1.0, 'Cu': 0.3, 'Si': 1.7}",Other,3
Ba1Ag0.3Si1.7,3.2,Ba1 Ag0.3 Si1.7,"[Element Ba, Element Ag, Element Si]","{'Ba': 1.0, 'Ag': 0.3, 'Si': 1.7}",Other,3
Ba1Au0.3Si1.7,3.2,Ba1 Au0.3 Si1.7,"[Element Ba, Element Au, Element Si]","{'Ba': 1.0, 'Au': 0.3, 'Si': 1.7}",Other,3
Ba1Ag0.2Si1.8,3.2,Ba1 Ag0.2 Si1.8,"[Element Ba, Element Ag, Element Si]","{'Ba': 1.0, 'Ag': 0.2, 'Si': 1.8}",Other,3
Ba1Cu0.2Si1.8,3.02,Ba1 Cu0.2 Si1.8,"[Element Ba, Element Cu, Element Si]","{'Ba': 1.0, 'Cu': 0.2, 'Si': 1.8}",Other,3
Ba1Ag0.4Si1.6,2.79,Ba1 Ag0.4 Si1.6,"[Element Ba, Element Ag, Element Si]","{'Ba': 1.0, 'Ag': 0.4, 'Si': 1.6}",Other,3
Ba1Cu0.4Si1.6,2.11,Ba1 Cu0.4 Si1.6,"[Element Ba, Element Cu, Element Si]","{'Ba': 1.0, 'Cu': 0.4, 'Si': 1.6}",Other,3
Ba1Ag0.5Si1.5,1.21,Ba1 Ag0.5 Si1.5,"[Element Ba, Element Ag, Element Si]","{'Ba': 1.0, 'Ag': 0.5, 'Si': 1.5}",Other,3
Ba1Cu0.5Si1.5,2.53,Ba1 Cu0.5 Si1.5,"[Element Ba, Element Cu, Element Si]","{'Ba': 1.0, 'Cu': 0.5, 'Si': 1.5}",Other,3
Ba1Cu0.6Si1.4,1.74,Ba1 Cu0.6 Si1.4,"[Element Ba, Element Cu, Element Si]","{'Ba': 1.0, 'Cu': 0.6, 'Si': 1.4}",Other,3
Eu0.7Na0.3Fe2As2,32.0,Eu0.7 Na0.3 Fe2 As2,"[Element Eu, Element Na, Element Fe, Element As]","{'Eu': 0.7, 'Na': 0.3, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Mg1B1.968C0.032,37.0,Mg1 B1.968 C0.032,"[Element Mg, Element B, Element C]","{'Mg': 1.0, 'B': 1.968, 'C': 0.032}",Other,3
Mg1B1.938C0.062,37.0,Mg1 B1.938 C0.062,"[Element Mg, Element B, Element C]","{'Mg': 1.0, 'B': 1.938, 'C': 0.062}",Other,3
Sr2V0.9Mg0.1Fe1As1O3,30.0,Sr2 V0.9 Mg0.1 Fe1 As1 O3,"[Element Sr, Element V, Element Mg, Element Fe, Element As, Element O]","{'Sr': 2.0, 'V': 0.9, 'Mg': 0.1, 'Fe': 1.0, 'As': 1.0, 'O': 3.0}",Fe-based,6
K1Ni2S2,0.46,K1 Ni2 S2,"[Element K, Element Ni, Element S]","{'K': 1.0, 'Ni': 2.0, 'S': 2.0}",Other,3
La1Fe1As0.6P0.4F0.1O0.9,27.0,La1 Fe1 As0.6 P0.4 F0.1 O0.9,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.6, 'P': 0.4, 'F': 0.1, 'O': 0.9}",Fe-based,6
La1Fe1As0.2P0.8F0.1O0.9,8.8,La1 Fe1 As0.2 P0.8 F0.1 O0.9,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.2, 'P': 0.8, 'F': 0.1, 'O': 0.9}",Fe-based,6
La1Fe1As0.6P0.4F0.05O0.95,19.0,La1 Fe1 As0.6 P0.4 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.6, 'P': 0.4, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.4P0.6F0.05O0.95,24.0,La1 Fe1 As0.4 P0.6 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.4, 'P': 0.6, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.1P0.9O1,5.96,La1 Fe1 As0.1 P0.9 O1,"[Element La, Element Fe, Element As, Element P, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.1, 'P': 0.9, 'O': 1.0}",Fe-based,5
La1Fe1As0.15P0.85O1,11.67,La1 Fe1 As0.15 P0.85 O1,"[Element La, Element Fe, Element As, Element P, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.15, 'P': 0.85, 'O': 1.0}",Fe-based,5
La1Fe1As0.2P0.8O1,11.42,La1 Fe1 As0.2 P0.8 O1,"[Element La, Element Fe, Element As, Element P, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.2, 'P': 0.8, 'O': 1.0}",Fe-based,5
La1Fe1As0.25P0.75O1,7.52,La1 Fe1 As0.25 P0.75 O1,"[Element La, Element Fe, Element As, Element P, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.25, 'P': 0.75, 'O': 1.0}",Fe-based,5
La1Fe1As0.2P0.8F0.05O0.95,10.87,La1 Fe1 As0.2 P0.8 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.2, 'P': 0.8, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.5P0.5F0.05O0.95,21.2,La1 Fe1 As0.5 P0.5 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.5, 'P': 0.5, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.7P0.3F0.05O0.95,15.75,La1 Fe1 As0.7 P0.3 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.7, 'P': 0.3, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.75P0.25F0.05O0.95,22.38,La1 Fe1 As0.75 P0.25 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.75, 'P': 0.25, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.8P0.2F0.05O0.95,25.61,La1 Fe1 As0.8 P0.2 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.8, 'P': 0.2, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.9P0.1F0.05O0.95,23.6,La1 Fe1 As0.9 P0.1 F0.05 O0.95,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.9, 'P': 0.1, 'F': 0.05, 'O': 0.95}",Fe-based,6
La1Fe1As0.4P0.6F0.1O0.9,21.14,La1 Fe1 As0.4 P0.6 F0.1 O0.9,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.4, 'P': 0.6, 'F': 0.1, 'O': 0.9}",Fe-based,6
La1Fe0.9997Mn0.00025As1F0.11O0.89,22.8,La1 Fe0.9997 Mn0.00025 As1 F0.11 O0.89,"[Element La, Element Fe, Element Mn, Element As, Element F, Element O]","{'La': 1.0, 'Fe': 0.9997, 'Mn': 0.00025, 'As': 1.0, 'F': 0.11, 'O': 0.89}",Fe-based,6
La1Fe0.999Mn0.001As1F0.11O0.89,9.84,La1 Fe0.999 Mn0.001 As1 F0.11 O0.89,"[Element La, Element Fe, Element Mn, Element As, Element F, Element O]","{'La': 1.0, 'Fe': 0.999, 'Mn': 0.001, 'As': 1.0, 'F': 0.11, 'O': 0.89}",Fe-based,6
Sm1Fe0.965Mn0.035As1F0.11O0.89,31.3,Sm1 Fe0.965 Mn0.035 As1 F0.11 O0.89,"[Element Sm, Element Fe, Element Mn, Element As, Element F, Element O]","{'Sm': 1.0, 'Fe': 0.965, 'Mn': 0.035, 'As': 1.0, 'F': 0.11, 'O': 0.89}",Fe-based,6
Sr0.1Bi2Se3,2.87,Sr0.1 Bi2 Se3,"[Element Sr, Element Bi, Element Se]","{'Sr': 0.1, 'Bi': 2.0, 'Se': 3.0}",Other,3
Sr0.062Bi2Se3,2.48,Sr0.062 Bi2 Se3,"[Element Sr, Element Bi, Element Se]","{'Sr': 0.062, 'Bi': 2.0, 'Se': 3.0}",Other,3
Sr0.065Bi2Se3,2.6,Sr0.065 Bi2 Se3,"[Element Sr, Element Bi, Element Se]","{'Sr': 0.065, 'Bi': 2.0, 'Se': 3.0}",Other,3
Th1Pt3B1,0.75,Th1 Pt3 B1,"[Element Th, Element Pt, Element B]","{'Th': 1.0, 'Pt': 3.0, 'B': 1.0}",Other,3
Li0.84H1Fe1.14Se1O1,42.0,Li0.84 H1 Fe1.14 Se1 O1,"[Element Li, Element H, Element Fe, Element Se, Element O]","{'Li': 0.84, 'H': 1.0, 'Fe': 1.14, 'Se': 1.0, 'O': 1.0}",Fe-based,5
Ce3Pt1In11,0.32,Ce3 Pt1 In11,"[Element Ce, Element Pt, Element In]","{'Ce': 3.0, 'Pt': 1.0, 'In': 11.0}",Other,3
Ba1Fe1.935Ni0.065As2,11.3,Ba1 Fe1.935 Ni0.065 As2,"[Element Ba, Element Fe, Element Ni, Element As]","{'Ba': 1.0, 'Fe': 1.935, 'Ni': 0.065, 'As': 2.0}",Fe-based,4
Ba1Fe1.915Ni0.085As2,18.2,Ba1 Fe1.915 Ni0.085 As2,"[Element Ba, Element Fe, Element Ni, Element As]","{'Ba': 1.0, 'Fe': 1.915, 'Ni': 0.085, 'As': 2.0}",Fe-based,4
Ba1Fe1.88Ni0.12As2,18.6,Ba1 Fe1.88 Ni0.12 As2,"[Element Ba, Element Fe, Element Ni, Element As]","{'Ba': 1.0, 'Fe': 1.88, 'Ni': 0.12, 'As': 2.0}",Fe-based,4
Ba1Fe1.8Ni0.2As2,6.4,Ba1 Fe1.8 Ni0.2 As2,"[Element Ba, Element Fe, Element Ni, Element As]","{'Ba': 1.0, 'Fe': 1.8, 'Ni': 0.2, 'As': 2.0}",Fe-based,4
Ba1Fe1.78Ni0.22As2,3.4,Ba1 Fe1.78 Ni0.22 As2,"[Element Ba, Element Fe, Element Ni, Element As]","{'Ba': 1.0, 'Fe': 1.78, 'Ni': 0.22, 'As': 2.0}",Fe-based,4
Ba6Nb10O30,1.65,Ba6 Nb10 O30,"[Element Ba, Element Nb, Element O]","{'Ba': 6.0, 'Nb': 10.0, 'O': 30.0}",Other,3
Ba5Sr1Nb10O30,0.96,Ba5 Sr1 Nb10 O30,"[Element Ba, Element Sr, Element Nb, Element O]","{'Ba': 5.0, 'Sr': 1.0, 'Nb': 10.0, 'O': 30.0}",Other,4
Ba4Sr2Nb10O30,0.98,Ba4 Sr2 Nb10 O30,"[Element Ba, Element Sr, Element Nb, Element O]","{'Ba': 4.0, 'Sr': 2.0, 'Nb': 10.0, 'O': 30.0}",Other,4
Ba0.818Na0.182Fe2As2,6.4,Ba0.818 Na0.182 Fe2 As2,"[Element Ba, Element Na, Element Fe, Element As]","{'Ba': 0.818, 'Na': 0.182, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.779Na0.221Fe2As2,8.0,Ba0.779 Na0.221 Fe2 As2,"[Element Ba, Element Na, Element Fe, Element As]","{'Ba': 0.779, 'Na': 0.221, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.698Na0.302Fe2As2,18.0,Ba0.698 Na0.302 Fe2 As2,"[Element Ba, Element Na, Element Fe, Element As]","{'Ba': 0.698, 'Na': 0.302, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.68Na0.32Fe2As2,23.8,Ba0.68 Na0.32 Fe2 As2,"[Element Ba, Element Na, Element Fe, Element As]","{'Ba': 0.68, 'Na': 0.32, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.64Na0.36Fe2As2,31.0,Ba0.64 Na0.36 Fe2 As2,"[Element Ba, Element Na, Element Fe, Element As]","{'Ba': 0.64, 'Na': 0.36, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.737K0.263Fe2As2,24.0,Ba0.737 K0.263 Fe2 As2,"[Element Ba, Element K, Element Fe, Element As]","{'Ba': 0.737, 'K': 0.263, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.65K0.35Fe2As2,38.0,Ba0.65 K0.35 Fe2 As2,"[Element Ba, Element K, Element Fe, Element As]","{'Ba': 0.65, 'K': 0.35, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ca0.941Pr0.059Fe2As2,28.9,Ca0.941 Pr0.059 Fe2 As2,"[Element Ca, Element Pr, Element Fe, Element As]","{'Ca': 0.941, 'Pr': 0.059, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ca0.875Pr0.125Fe2As2,49.0,Ca0.875 Pr0.125 Fe2 As2,"[Element Ca, Element Pr, Element Fe, Element As]","{'Ca': 0.875, 'Pr': 0.125, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ca0.891La0.109Fe2As2,45.4,Ca0.891 La0.109 Fe2 As2,"[Element Ca, Element La, Element Fe, Element As]","{'Ca': 0.891, 'La': 0.109, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ca0.857La0.143Fe2As2,44.0,Ca0.857 La0.143 Fe2 As2,"[Element Ca, Element La, Element Fe, Element As]","{'Ca': 0.857, 'La': 0.143, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Pb1Ta1Se2,3.8,Pb1 Ta1 Se2,"[Element Pb, Element Ta, Element Se]","{'Pb': 1.0, 'Ta': 1.0, 'Se': 2.0}",Other,3
Mo5P0.9B2.1,8.9,Mo5 P0.9 B2.1,"[Element Mo, Element P, Element B]","{'Mo': 5.0, 'P': 0.9, 'B': 2.1}",Other,3
Mo5P1B2,8.7,Mo5 P1 B2,"[Element Mo, Element P, Element B]","{'Mo': 5.0, 'P': 1.0, 'B': 2.0}",Other,3
Mo5P1.1B1.9,9.2,Mo5 P1.1 B1.9,"[Element Mo, Element P, Element B]","{'Mo': 5.0, 'P': 1.1, 'B': 1.9}",Other,3
Bi2Te1,8.6,Bi2 Te1,"[Element Bi, Element Te]","{'Bi': 2.0, 'Te': 1.0}",Other,2
Pr1Pt4Ge11.5Sb0.5,4.43,Pr1 Pt4 Ge11.5 Sb0.5,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 11.5, 'Sb': 0.5}",Other,4
Pr1Pt4Ge11Sb1,2.68,Pr1 Pt4 Ge11 Sb1,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 11.0, 'Sb': 1.0}",Other,4
Pr1Pt4Ge10.5Sb1.5,1.71,Pr1 Pt4 Ge10.5 Sb1.5,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 10.5, 'Sb': 1.5}",Other,4
Pr1Pt4Ge10Sb2,1.27,Pr1 Pt4 Ge10 Sb2,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 10.0, 'Sb': 2.0}",Other,4
Pr1Pt4Ge9.5Sb2.5,0.69,Pr1 Pt4 Ge9.5 Sb2.5,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 9.5, 'Sb': 2.5}",Other,4
Pr1Pt4Ge9Sb3,1.4,Pr1 Pt4 Ge9 Sb3,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 9.0, 'Sb': 3.0}",Other,4
Pr1Pt4Ge8Sb4,1.4,Pr1 Pt4 Ge8 Sb4,"[Element Pr, Element Pt, Element Ge, Element Sb]","{'Pr': 1.0, 'Pt': 4.0, 'Ge': 8.0, 'Sb': 4.0}",Other,4
Bi2.13F0.17S2O0.83,3.2,Bi2.13 F0.17 S2 O0.83,"[Element Bi, Element F, Element S, Element O]","{'Bi': 2.13, 'F': 0.17, 'S': 2.0, 'O': 0.83}",Other,4
Bi2.14F0.27S2O0.73,2.7,Bi2.14 F0.27 S2 O0.73,"[Element Bi, Element F, Element S, Element O]","{'Bi': 2.14, 'F': 0.27, 'S': 2.0, 'O': 0.73}",Other,4
Bi2.14F0.24S2O0.76,3.5,Bi2.14 F0.24 S2 O0.76,"[Element Bi, Element F, Element S, Element O]","{'Bi': 2.14, 'F': 0.24, 'S': 2.0, 'O': 0.76}",Other,4
Sr3Rh8B6,3.4,Sr3 Rh8 B6,"[Element Sr, Element Rh, Element B]","{'Sr': 3.0, 'Rh': 8.0, 'B': 6.0}",Other,3
Ca3Rh8B2,4.0,Ca3 Rh8 B2,"[Element Ca, Element Rh, Element B]","{'Ca': 3.0, 'Rh': 8.0, 'B': 2.0}",Other,3
Cs0.96Bi4Te6,4.4,Cs0.96 Bi4 Te6,"[Element Cs, Element Bi, Element Te]","{'Cs': 0.96, 'Bi': 4.0, 'Te': 6.0}",Other,3
Cs1Bi4.1Te5.9,4.4,Cs1 Bi4.1 Te5.9,"[Element Cs, Element Bi, Element Te]","{'Cs': 1.0, 'Bi': 4.1, 'Te': 5.9}",Other,3
Sn0.5In0.5Te1,4.4,Sn0.5 In0.5 Te1,"[Element Sn, Element In, Element Te]","{'Sn': 0.5, 'In': 0.5, 'Te': 1.0}",Other,3
Ge3Nb5,0.46,Ge3 Nb5,"[Element Ge, Element Nb]","{'Ge': 3.0, 'Nb': 5.0}",Other,2
W4.8Ta0.2Si1B2,6.5,W4.8 Ta0.2 Si1 B2,"[Element W, Element Ta, Element Si, Element B]","{'W': 4.8, 'Ta': 0.2, 'Si': 1.0, 'B': 2.0}",Other,4
La1Fe1As1H0.58O0.58,32.0,La1 Fe1 As1 H0.58 O0.58,"[Element La, Element Fe, Element As, Element H, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.58, 'O': 0.58}",Fe-based,5
La1Fe1As0.8P0.2F0.1O0.9,26.0,La1 Fe1 As0.8 P0.2 F0.1 O0.9,"[Element La, Element Fe, Element As, Element P, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 0.8, 'P': 0.2, 'F': 0.1, 'O': 0.9}",Fe-based,6
Pr1Fe1P1F0.1O0.9,2.34,Pr1 Fe1 P1 F0.1 O0.9,"[Element Pr, Element Fe, Element P, Element F, Element O]","{'Pr': 1.0, 'Fe': 1.0, 'P': 1.0, 'F': 0.1, 'O': 0.9}",Fe-based,5
Pr1Fe1As0.2P0.8F0.1O0.9,8.71,Pr1 Fe1 As0.2 P0.8 F0.1 O0.9,"[Element Pr, Element Fe, Element As, Element P, Element F, Element O]","{'Pr': 1.0, 'Fe': 1.0, 'As': 0.2, 'P': 0.8, 'F': 0.1, 'O': 0.9}",Fe-based,6
Pr1Fe1As0.4P0.6F0.1O0.9,17.4,Pr1 Fe1 As0.4 P0.6 F0.1 O0.9,"[Element Pr, Element Fe, Element As, Element P, Element F, Element O]","{'Pr': 1.0, 'Fe': 1.0, 'As': 0.4, 'P': 0.6, 'F': 0.1, 'O': 0.9}",Fe-based,6
Pr1Fe1As0.6P0.4F0.1O0.9,23.4,Pr1 Fe1 As0.6 P0.4 F0.1 O0.9,"[Element Pr, Element Fe, Element As, Element P, Element F, Element O]","{'Pr': 1.0, 'Fe': 1.0, 'As': 0.6, 'P': 0.4, 'F': 0.1, 'O': 0.9}",Fe-based,6
Pr1Fe1As0.8P0.2F0.1O0.9,29.2,Pr1 Fe1 As0.8 P0.2 F0.1 O0.9,"[Element Pr, Element Fe, Element As, Element P, Element F, Element O]","{'Pr': 1.0, 'Fe': 1.0, 'As': 0.8, 'P': 0.2, 'F': 0.1, 'O': 0.9}",Fe-based,6
Pr1Fe1As0.9P0.1F0.1O0.9,35.2,Pr1 Fe1 As0.9 P0.1 F0.1 O0.9,"[Element Pr, Element Fe, Element As, Element P, Element F, Element O]","{'Pr': 1.0, 'Fe': 1.0, 'As': 0.9, 'P': 0.1, 'F': 0.1, 'O': 0.9}",Fe-based,6
Sc1Ir1P1,3.46,Sc1 Ir1 P1,"[Element Sc, Element Ir, Element P]","{'Sc': 1.0, 'Ir': 1.0, 'P': 1.0}",Other,3
Sn0.85Ag0.15Te1,2.15,Sn0.85 Ag0.15 Te1,"[Element Sn, Element Ag, Element Te]","{'Sn': 0.85, 'Ag': 0.15, 'Te': 1.0}",Other,3
